,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
Dental assistants and therapists,-0.03572765,0.006383346,-0.02292868,-0.06891917,-0.092723909,0.070305305,-0.098123738,0.03811368,0.012828204,-0.070705909,0.128126075,0.037414107,0.149544916,0.07116613,-0.055324494,0.000648207,-0.211198265,0.068974983,0.146409192,-0.113413795,-0.062552197,0.179804885,-0.001454849,0.015862571,-0.044588327,-0.057499837,-0.07585642,-0.22202087,-0.137742485,-0.0718494,0.267893863,0.129456205,-0.034505001,-0.152842066,0.081502156,0.184796089,0.075082904,0.08197829,0.260273961,-0.001480352,0.050079295,-0.01075612,0.012814007,0.338277654,0.154525877,-0.046174995,0.066715328,0.121380301,-0.152308934,0.099593146
Physiotherapists ,-0.001159468,-0.193577265,-0.189263688,-0.116232213,-0.144401563,0.026466195,-0.009268273,0.144545426,0.03324633,-0.118492258,0.278723417,0.090538703,0.125980107,0.076906501,-0.06562948,-0.079451952,-0.153390694,0.083788733,0.080347617,-0.279326715,-0.149186175,0.283433778,0.006481967,0.08723913,0.1355911,0.218973767,0.01441672,-0.202450378,-0.209432386,0.086051098,-0.094877804,0.275451689,0.049584088,-0.069569476,0.047634974,0.057990806,0.075665101,0.072363208,0.226542829,0.142668243,0.071163574,-0.039457973,0.137435798,0.295105263,0.096202738,0.088025737,-0.031359865,0.182692387,-0.064411283,0.067889525
Physiotherapy technicians and assistants,0.008656134,-0.098258396,0.021945669,-0.085020436,-0.116762827,-0.113557092,-0.106296763,0.054697209,0.023119634,-0.089852789,0.156173215,0.003738347,0.05278344,0.106025693,-0.027640004,-0.028066393,-0.169418261,0.160092587,0.09185632,-0.125108756,0.05003087,0.224879967,0.00374566,-0.002966366,-0.019488931,-0.009795943,0.025998427,-0.176574948,-0.135734007,0.002438236,0.274991933,0.115902391,-0.042222725,-0.143335892,0.091592085,0.270786647,0.078865172,0.167867817,0.217947138,0.056602,0.043028243,0.030344282,0.01226381,0.204974479,0.09826466,-0.092160647,0.080198353,0.138415831,-0.130322842,0.085706367
Health associate professionals not elsewhere classified,0.039824585,0.017407828,0.012534995,-0.028014504,0.030573802,-0.026802815,-0.09867618,-0.041248969,0.040324241,-0.057137182,0.062042162,0.023422306,0.029074935,-0.035852364,0.067970832,0.023205675,-0.009481598,0.018009264,0.064210467,-0.031347568,0.003945031,0.043108293,0.06524595,0.054499974,-0.054722389,-0.264429303,-0.056764542,-0.109252978,-0.0639998,0.021052189,0.531701097,1.67E-05,0.008954946,-0.255034377,0.009099976,0.017145494,-0.038840711,0.065052138,0.037570571,-0.026554493,-0.039601831,-0.02322909,0.135562972,0.121716226,0.053386478,-0.015050556,-0.099955961,0.083706717,-0.007173376,0.082982967
Veterinary technicians and assistants,-0.021746866,-0.15044016,0.050347414,-0.092979733,-0.034540169,-0.104954567,-0.170560711,0.003969902,0.076058154,-0.189192438,0.173093578,0.011037787,0.108752085,0.113941274,-0.00481574,-0.004468379,-0.118485318,0.156725181,0.062028729,-0.112463329,0.042998223,0.131468757,0.002479696,0.007547532,-0.040712094,-0.135449011,-0.004694006,-0.186179682,-0.198372133,-0.048099198,0.270508699,0.06839351,-0.04865348,-0.150360414,0.091788226,0.238812514,0.07927723,0.163295783,0.217345658,0.067941933,0.031497105,0.061202657,0.086101719,0.169675445,0.149912627,-0.035174745,0.01615671,0.188308984,-0.122740032,0.074901387
Pharmaceutical technicians and assistants,0.034419745,-0.197331872,0.084554166,-0.025699289,-0.023454709,-0.044924135,-0.145117906,-0.023753052,0.025539383,-0.039048031,0.152460374,-0.000721116,0.034393293,0.097962201,-0.024372351,-0.026999049,-0.113939805,0.153362186,0.071941267,-0.162554373,0.109037935,0.10998275,-0.014795291,-0.012445989,-0.099488065,-0.133398539,-0.046160936,-0.206433655,-0.161679543,-0.056822331,0.305648139,0.0679419,-0.004881558,-0.089790346,0.104271417,0.137378226,-0.029647759,0.178805141,0.19059136,0.033015491,0.039016209,0.038702078,0.099684558,0.140168065,0.175398846,-0.010174362,-0.015409304,0.177103629,-0.146316802,0.07539427
Traditional and complementary medicine professionals,-0.008722751,0.034493624,-0.166355247,-0.045869824,0.003945563,0.026272922,-0.039330142,-0.15066181,0.064323087,0.06450303,0.118833515,0.021681986,0.120086021,0.034459201,-0.109474025,0.035422252,-8.63E-05,0.052081393,0.107727605,-0.068519538,0.048301132,0.055651334,-0.023730361,0.040833736,-0.04127807,-0.11321015,-0.132307637,-0.150664181,-0.058671152,-0.032279773,0.51346361,0.107668671,-0.008239777,-0.101321365,0.047820276,0.068684556,-0.07436565,0.164213883,0.012804908,0.031392395,0.004669022,-0.050409801,0.096273054,0.143153873,0.114771342,0.0407792,0.028391301,0.098917534,-0.059162334,0.049203932
Audiologists and speech therapists,-0.043286021,-0.053893495,-0.140969386,-0.018039521,-0.116824857,0.013055131,0.054491145,0.089980118,-0.057930655,0.090005658,0.019631237,-0.050165763,0.224156249,0.046594913,-0.014463666,-0.04363165,-0.204124237,-0.04634737,0.116373718,-0.136290279,-0.025914887,0.193637765,0.022201171,-0.01974326,0.094604789,-0.085517614,0.037635604,-0.118090709,-0.132653239,-0.019000321,0.186017481,0.087827804,-0.079603472,-0.195965231,-0.030051017,-0.006590134,0.047135717,0.025704653,0.033564702,0.017976364,0.031136746,0.049630429,0.012140166,0.237736231,0.145688872,0.059142207,0.022195916,0.136022998,-0.151090441,0.090611125
Traditional and complementary medicine associate professionals,-0.037844377,0.061418565,-0.155509062,-0.035221126,0.039213491,0.008956455,-0.054893845,-0.140040419,0.04797239,0.030186349,0.122380427,0.057772599,0.081229493,0.03495716,-0.081928864,0.020487203,-0.002336117,0.065026837,0.104248315,-0.033160654,0.055480807,0.071248764,-0.001435968,0.038727139,-0.069779197,-0.154731334,-0.096785748,-0.167792753,-0.10875908,-0.014940311,0.475435445,0.05945781,-0.011447004,-0.149536217,0.039873772,0.048104091,-0.083088348,0.161705423,0.055927193,0.025423916,0.002245531,-0.024276139,0.076756215,0.127298632,0.091726409,0.017293156,0.009532945,0.077339044,-0.074176143,0.090500155
Religious associate professionals,-0.092917352,0.080290511,-0.10092763,-0.079185291,0.130633976,-0.040803486,-0.059343438,-0.105253899,-0.010758949,-0.007412664,0.05216645,0.007031116,0.028013709,0.01715144,-0.010464415,-0.038389531,0.020782896,0.059053557,0.102471334,0.013274988,0.060737781,0.1388296,-0.00694608,0.098889424,-0.1027274,-0.228711884,-0.068307894,-0.246464489,-0.172634017,0.054369429,0.444880881,0.036354126,-0.022427069,-0.268352844,-0.0330246,0.025196395,-0.085306147,0.046191811,0.042820024,0.051411552,-0.023221331,-0.00561179,0.043698975,0.199197283,0.073924159,-0.024958462,-0.104654975,0.04422787,-0.096348392,0.068507903
Fitness and recreation instructors and program leaders,-0.021677646,0.109554922,-0.059460754,-0.033640605,-0.056911961,-0.11400719,-0.107874452,-0.07498301,0.115490251,-0.059209406,0.018244411,-0.033541308,-0.020215348,0.015974913,-0.019256662,-0.009462425,0.032235165,0.129186301,0.001044227,-0.051746208,-0.004736113,0.14066766,-0.048510346,0.046801557,-0.047531428,-0.159804274,0.026942073,-0.114358614,-0.078657916,0.062773242,0.447845103,0.122810953,-0.137624187,-0.155851368,0.054030832,0.101096281,0.01184978,0.042475271,-0.007377168,-0.00337182,-0.033578799,-0.052226204,-0.00419188,0.134960637,0.055662876,-0.056083571,0.027957585,0.064963219,-0.039236995,0.091237809
Driving instructors,-0.111932623,-0.016755869,0.057434595,-0.14055867,-0.063940951,-0.054273314,-0.085725182,0.019154343,0.032382217,-0.052034392,0.078012159,-0.064762096,-0.085393571,-0.002161055,-0.007687877,-0.080943431,-0.039252836,0.19592468,-0.089768681,-0.245144896,0.008447565,0.181265137,-0.040312155,0.107326353,0.048026398,-0.220032614,0.002678807,-0.138722432,0.076072302,0.030017211,0.386508315,0.120464441,-0.09984427,-0.060125586,0.242861066,0.058396346,-0.00158203,0.027258301,-0.038180672,0.114010891,-0.041039763,-0.007961703,0.144647587,0.106988558,0.113008145,-0.213845293,0.135559874,0.01803595,-0.018440935,0.052092316
Securities and finance dealers and brokers,0.001977514,-0.099214538,0.069509215,0.034006626,0.059732698,-0.143205142,-0.10493579,-0.071065773,-0.089649912,-0.003004938,-0.046085156,0.155770043,-0.069237077,-0.018464187,0.065635606,0.078259715,0.030727298,-0.06937233,0.052192228,-0.128093363,0.306809237,-0.100959708,-0.047920944,-0.024667342,-0.181815376,-0.183479852,0.050298984,-0.047747176,-0.127492273,0.026990419,0.405905323,-0.022546177,0.161397482,0.008540819,0.066943183,-0.120996896,-0.137529377,-0.099857065,0.10788085,-0.072483416,-0.123292211,-0.017169512,0.105256229,0.096226617,0.124485199,-0.144662603,-0.056842837,0.17649689,0.155530364,0.032760351
Insurance representatives,0.025009504,-0.012994296,0.037011485,0.014939855,0.020560725,0.089104499,-0.149965511,0.022623104,0.009337266,-0.177964165,-0.038106125,-0.003807987,0.083751853,0.012480265,0.005095824,-0.036971586,-0.025574795,-0.048705487,0.123634807,-0.104654742,0.166239769,-0.057998441,-0.048299481,-0.003113916,-0.165585207,-0.243552465,0.000623529,-0.171015088,-0.154650588,0.020245284,0.504202942,0.063341323,-0.070866245,-0.031482221,-0.005465244,-0.142630108,-0.027042157,-0.048027995,0.107340514,-0.064288458,-0.095452744,-0.050868427,0.11880359,0.073770547,-0.084706579,0.005876357,-0.218589249,0.128832371,-0.003834594,0.098656516
Real estate agents and property managers,0.123426554,0.009150594,0.047798472,0.035792311,0.094653676,-0.06888749,-0.16745688,-0.014843474,-0.060314105,0.020034233,-0.004004434,0.114961216,-0.050073035,-0.086879324,0.089634737,0.04079565,0.057932843,-0.000298556,0.002644627,-0.071968589,0.14262454,-0.031857378,-0.098620757,-0.003406929,-0.169701035,-0.232367069,-0.029573041,-0.057441866,0.079969642,0.011276973,0.502788073,-0.029158985,0.059489371,-0.160313814,0.03324134,0.020823914,-0.112852693,-0.029196542,0.102279436,-0.081404313,-0.037052047,-0.030484887,0.067090842,0.154733705,-0.005188151,-0.139197557,-0.119611981,0.011087262,0.099175472,0.03765415
Travel consultants and clerks,0.039696366,-0.037995787,0.053181233,-0.050161384,-0.056819828,-0.124565426,-0.188333735,-0.006888116,0.049884897,-0.146532606,-0.058156272,0.074134705,0.034884863,0.048124058,0.059856617,-0.018579983,-0.042578344,0.008425126,0.079424584,-0.219941638,0.234962257,0.035553879,-0.052859078,0.15687933,-0.081214685,-0.170584595,-0.119004933,-0.156593108,-0.05720294,-0.010302798,0.323441574,0.138771297,0.011606185,-0.071284312,0.036592221,0.004930727,-0.079641798,-0.028192438,0.067424384,0.022658608,0.017751048,0.084177214,0.115470869,0.20297828,-0.030574548,-0.08666695,-0.034777926,0.087724158,0.018285885,0.1202276
Technical and medical sales professionals (excluding ICT),-0.025923989,-0.022222601,0.014463347,0.052022541,-0.030555631,-0.051094603,-0.056184668,-0.131082072,0.101088733,0.011395862,0.089759024,-0.048331312,-0.002310817,-0.085577431,0.020803692,-0.005636541,-0.073143093,0.058360727,0.053912836,-0.078714178,0.167915003,0.025654466,-0.09562697,-0.002884916,-0.076509573,-0.089312666,-0.061770812,-0.179927376,-0.060009917,0.069672691,0.50495272,0.087255534,0.068182969,-0.124161984,0.078477654,0.03415983,-0.031683316,0.106574204,0.043836579,0.00042077,-0.018330378,-0.036334859,0.130138986,0.053833712,0.00565342,-0.003316969,0.005911467,0.170394668,0.010307271,0.08791402
Information and communications technology sales professionals,0.009596511,-0.020845551,0.162134184,0.132226489,-0.011158897,-0.069809763,-0.133874103,-0.171369221,0.107806266,0.017188379,0.073154806,0.031913958,-0.022910034,-0.008598251,-0.03173097,0.048139318,-0.102056455,0.04989859,0.042405896,-0.082655985,0.187921974,0.04364445,-0.042246452,-0.002923176,-0.024265777,-0.191683621,-0.063048974,-0.165965646,-0.001399322,0.028596935,0.535909674,0.029357374,0.021695716,-0.170207401,-0.005007608,-0.006118957,-0.100656967,0.071341026,0.033472573,-0.014808056,0.076416964,-0.009982055,0.082466006,0.08981086,0.041005172,-0.014133818,-0.006818521,0.128575121,0.003048432,0.100576244
Commercial sales representatives,0.036772635,-0.047351696,0.059026584,0.067799898,0.011188674,-0.000405717,-0.207207173,-0.115948082,0.077918573,-0.006953781,0.011124863,-0.038965561,0.020358266,0.011304417,0.036093999,0.006991074,-0.077084581,0.017827875,0.011054015,-0.125192342,0.245431139,-0.075826215,-0.024626463,0.016792899,-0.146862274,-0.185892914,-0.02572846,-0.055970537,-0.016628115,0.048723713,0.577004384,0.045941065,-0.001514647,-0.009860985,0.042472221,-0.115374969,-0.05861031,0.017079701,-0.072053203,-0.013300452,-0.063435885,-0.005079198,0.057746069,-0.037846489,-0.039572537,0.006163129,-0.157903938,0.091463448,-0.010472553,0.052503254
Buyers,0.080709369,-0.053320658,0.219845898,-0.070723493,0.053878692,-0.119818756,-0.30235664,-0.018779711,-0.056310547,0.175148337,0.019862102,0.049112884,0.108949816,-0.026685783,0.152188656,0.121291183,0.011968365,-0.013362472,0.090569931,-0.3314919,0.230223376,-0.147507043,-0.123574228,0.15323032,-0.095363151,-0.182882495,-0.050009655,-0.044905111,0.097035296,-0.031995919,0.411437643,0.164156042,0.137068866,-0.033930438,0.195145542,-0.072806821,-0.166096435,-0.008887233,-0.10767319,-0.235020513,-0.037106338,-0.029853851,0.15942352,0.085263711,0.150234557,-0.126380063,-0.051004327,0.116294329,0.089498897,0.008397142
Valuers and loss assessors,-0.065963776,-0.06286323,0.05134501,0.063778956,-0.03333522,-0.003940506,0.03628929,0.14276424,0.136292845,-0.026324658,0.009809296,0.013749507,0.097322875,-0.082763429,-0.014105479,-0.010302045,0.080634122,-0.096824822,0.02369771,-0.085044389,0.04543667,-0.123739298,-0.00088536,-0.085825785,-0.129077779,0.024892508,-0.089715452,-0.126974464,-0.031141277,0.050942088,0.059193529,0.077455886,0.110665692,-0.10559237,0.032571248,0.040448462,0.004752277,0.028049096,0.193649511,-0.08774123,-0.042294637,-0.104583204,0.068913493,0.23938378,-0.106204943,-0.03748981,-0.145644435,0.094175312,0.142101068,-0.062931935
Credit and loans officers,0.047449173,-0.04507743,0.128823387,-0.107677804,-0.02424651,0.009245229,-0.063697233,0.016335562,-0.066731415,-0.038912274,-0.01367537,0.096378371,-0.008756656,-0.039937789,0.060735313,-0.023099806,-0.053965238,-0.007746827,0.088144304,-0.05704938,0.150562048,-0.028557247,-0.044637494,-0.030962026,-0.150752446,-0.239910958,0.043977746,-0.049427138,-0.032440326,-0.027350163,0.536593479,0.085818882,0.123953266,-0.044663398,0.076862271,0.068356167,-0.048158785,-0.114969136,0.08356892,-0.137251075,-0.076833503,-0.004379993,0.166290578,0.058211428,-0.05485369,-0.176752443,-0.052378306,0.153484221,0.091114204,-0.006887655
Trade brokers,-0.058165041,-0.077201591,-0.017667559,0.052973916,0.077106731,-0.11859098,-0.176973764,-0.075354833,-0.019070662,-0.004387923,-0.02908336,0.117252053,-0.032363888,0.044642957,0.062314658,0.036629458,0.047878981,-0.164768867,0.062860257,-0.133716588,0.271670491,-0.085084906,-0.04115006,-0.007814253,-0.124199819,-0.160428878,0.113022603,-0.054428043,0.020381271,0.029944646,0.502487577,0.024992212,0.095887133,0.028871449,-0.036581244,-0.173796617,-0.180021995,-0.099209289,0.010788275,0.035029376,-0.129505457,-0.041539383,0.139667917,0.103271418,0.084754019,-0.102742858,-0.083413798,0.184480851,0.068108947,0.007852791
Clearing and forwarding agents,0.144286727,-0.125776565,0.064720664,0.057428927,-0.011621663,-0.098504463,-0.119391564,0.034504341,0.171928835,-0.124342449,-0.039847676,0.102508989,-0.047931338,0.078061152,0.008337659,-0.058623019,-0.05481523,-0.072655206,0.01346032,-0.108941229,0.184816155,-0.031605365,0.053320524,0.033449971,-0.079911986,-0.174609205,0.158163807,-0.006540914,0.150140859,-0.051638683,0.338434922,-0.036424053,-0.083297649,-0.085757119,-0.016528423,0.10274023,-0.054003737,-0.061586325,0.03450821,0.140671691,0.101681082,-0.019345262,0.092271131,0.200264073,0.067357855,-0.160437948,0.009609699,0.128802135,0.101259953,-0.075876409
Employment agents and contractors,0.043115744,-0.098672734,0.135032117,-0.023225764,0.005793111,-0.019649601,-0.171044739,0.028437103,0.027895476,-0.107592479,0.052432435,-0.005645936,0.007681691,0.007793598,0.086344156,-0.047114216,-0.002963728,0.01489977,0.11108365,-0.128111983,0.14273864,0.036518525,-0.03137792,-0.035995907,-0.188195137,-0.183107823,0.018024686,-0.142226468,0.08005458,0.044936375,0.427453611,0.001061946,-0.034719324,-0.224920309,0.0606958,0.0873861,-0.074715713,-0.042298039,0.056071849,0.017520392,-0.063826556,-0.041553649,0.204946094,0.075544633,0.058204343,-0.237335565,-0.119197448,0.177450128,-0.007364215,0.080483317
Office supervisors,0.019707705,-0.130068018,0.013648006,0.00260992,0.002608234,-0.089313218,-0.10433629,0.050938875,-0.054467807,-0.238004183,-0.072218901,-0.042816085,0.021198934,0.015351182,0.041239793,-0.039846465,-0.130289502,0.015212604,0.131030059,-0.157774603,0.144043641,0.040609851,-0.037049399,-0.028233528,-0.16686242,-0.257899434,0.040763109,0.020588358,-0.179397452,-0.074610904,0.417900648,0.011413637,-0.115345044,-0.29735827,-0.027999056,0.012014736,0.08086247,-0.034359755,0.199551784,-0.026423477,-0.122981207,0.039883048,-0.006827279,0.076560868,-0.14770517,-0.084123248,-0.147581913,0.05970037,0.115981172,0.146374317
Legal secretaries,-0.036781184,0.00416691,-0.090754849,0.016821018,0.035088439,0.017957962,0.011033174,0.011411563,-0.073608597,-0.262921016,-0.13881488,0.14650476,-0.004381024,0.108538423,0.06705904,-0.066644035,-0.033937469,-0.043889069,0.222282616,-0.140273601,0.129517778,0.038086406,0.007436849,-0.043829701,-0.064159734,-0.231677817,0.022627487,-0.172744369,-0.139405658,0.120380219,0.405960339,-0.005389496,-0.090337845,-0.108498576,0.054742075,0.070303983,-0.089672284,0.013287919,-0.029449678,-0.005774832,-0.11169579,0.066564191,0.12294385,0.207474237,-0.064746726,-0.033071446,-0.072049322,0.147051389,-0.049256664,0.045149128
Administrative and executive secretaries,-0.009768696,-0.007771968,-0.086141846,0.079532171,0.086924334,-0.059715706,0.035326047,-0.027958595,-0.03369698,-0.335108886,-0.044437822,0.145084949,-0.086212949,0.040792616,0.019189844,-0.006020242,-0.034294398,0.0493678,0.191913419,-0.0901835,0.119872913,-0.023613971,-0.024926516,-0.043551071,-0.140569381,-0.161417166,0.022443159,-0.108991622,-0.233467839,0.085071568,0.399509085,0.023558817,0.005051279,-0.07582485,0.026866293,0.049480527,-0.015249259,0.037598333,0.05727474,0.050742475,-0.125617125,0.109754319,0.023386737,0.049706041,-0.136774313,-0.016234674,-0.11509839,0.076792425,-0.037608068,0.145191015
